Name, Type, Flops-Size, InputFileName, InputSize, NRep, Storage_T, Location1, Location2, Location3, OutPut-Name, Output-Size, NRepOut, OutLoc1, OutLoc2, OutLoc3
Job319,DATARECONSTRUCTION,154618822656,inp_319.DATARECONSTRUCTION,3221225472,1,1,CERN,0,0,out_319.DATARECONSTRUCTION,1073741824,3,CNAF,PIC,CERN
Job320,MCSIMULATION,142807662592,inp_320.MCSIMULATION,0,0,1,0, 0, 0,out_320.MCSIMULATION,1073741824,3,RAL,RRCKI,CERN
Job321,DATARECONSTRUCTION,185757335552,inp_321.DATARECONSTRUCTION,2147483648,3,1,CNAF,GRIDKA,IN2P3,out_321.DATARECONSTRUCTION,1073741824,3,CERN,GRIDKA,PIC
Job322,MCSIMULATION,133143986176,inp_322.MCSIMULATION,0,0,0,0, 0, 0,out_322.MCSIMULATION,1073741824,3,CERN,CNAF,RRCKI
Job323,MCSIMULATION,113816633344,inp_323.MCSIMULATION,0,0,1,0, 0, 0,out_323.MCSIMULATION,1073741824,3,RRCKI,IN2P3,GRIDKA
Job324,TURBO,157840048128,inp_324.TURBO,3221225472,3,0,PIC,CERN,GRIDKA,out_324.TURBO,1073741824,3,CNAF,PIC,RRCKI
Job325,DATASTRIPPING,118111600640,inp_325.DATASTRIPPING,1073741824,3,0,SARA,GRIDKA,CNAF,out_325.DATASTRIPPING,1073741824,3,IN2P3,PIC,CERN
Job326,MERGE,143881404416,inp_326.MERGE,2147483648,3,0,PIC,CNAF,RAL,out_326.MERGE,1073741824,3,SARA,RAL,RRCKI
Job327,DATARECONSTRUCTION,213674622976,inp_327.DATARECONSTRUCTION,1073741824,2,1,IN2P3,GRIDKA,0,out_327.DATARECONSTRUCTION,1073741824,3,PIC,RRCKI,RAL
Job328,MCSIMULATION,158913789952,inp_328.MCSIMULATION,0,0,1,0, 0, 0,out_328.MCSIMULATION,1073741824,3,RRCKI,CNAF,CERN
Job329,DATASTRIPPING,155692564480,inp_329.DATASTRIPPING,3221225472,3,1,CNAF,PIC,IN2P3,out_329.DATASTRIPPING,1073741824,3,CNAF,SARA,GRIDKA
Job330,MCSIMULATION,191126044672,inp_330.MCSIMULATION,0,0,1,0, 0, 0,out_330.MCSIMULATION,1073741824,3,RAL,IN2P3,SARA
Job331,DATARECONSTRUCTION,111669149696,inp_331.DATARECONSTRUCTION,3221225472,3,1,RRCKI,CERN,RAL,out_331.DATARECONSTRUCTION,1073741824,3,PIC,RAL,RRCKI
Job332,MCSIMULATION,144955146240,inp_332.MCSIMULATION,0,0,1,0, 0, 0,out_332.MCSIMULATION,1073741824,3,CNAF,CERN,GRIDKA
Job333,DATARECONSTRUCTION,122406567936,inp_333.DATARECONSTRUCTION,1073741824,3,0,GRIDKA,IN2P3,PIC,out_333.DATARECONSTRUCTION,1073741824,3,CERN,SARA,CNAF
Job334,USER,175019917312,inp_334.USER,3221225472,3,0,RRCKI,IN2P3,CNAF,out_334.USER,1073741824,3,GRIDKA,PIC,CNAF
Job335,MCSIMULATION,107374182400,inp_335.MCSIMULATION,0,0,0,0, 0, 0,out_335.MCSIMULATION,1073741824,3,CERN,CNAF,IN2P3
Job336,DATASTRIPPING,147102629888,inp_336.DATASTRIPPING,1073741824,3,0,IN2P3,PIC,SARA,out_336.DATASTRIPPING,1073741824,3,PIC,RRCKI,RAL
Job337,MCSIMULATION,205084688384,inp_337.MCSIMULATION,0,0,0,0, 0, 0,out_337.MCSIMULATION,1073741824,3,PIC,IN2P3,SARA
Job338,MERGE,164282499072,inp_338.MERGE,2147483648,3,0,SARA,IN2P3,RRCKI,out_338.MERGE,1073741824,3,PIC,RAL,IN2P3
Job339,WGPRODUCTION,135291469824,inp_339.WGPRODUCTION,3221225472,3,1,CNAF,SARA,GRIDKA,out_339.WGPRODUCTION,1073741824,3,PIC,IN2P3,CERN
Job340,MCSIMULATION,167503724544,inp_340.MCSIMULATION,0,0,0,0, 0, 0,out_340.MCSIMULATION,1073741824,3,CERN,RAL,GRIDKA
Job341,DATARECONSTRUCTION,109521666048,inp_341.DATARECONSTRUCTION,2147483648,3,1,GRIDKA,SARA,PIC,out_341.DATARECONSTRUCTION,1073741824,3,SARA,RAL,IN2P3
Job342,DATARECONSTRUCTION,161061273600,inp_342.DATARECONSTRUCTION,3221225472,3,1,IN2P3,CERN,CNAF,out_342.DATARECONSTRUCTION,1073741824,3,RAL,IN2P3,CERN
Job343,DATASTRIPPING,179314884608,inp_343.DATASTRIPPING,3221225472,1,0,RRCKI,0,0,out_343.DATASTRIPPING,1073741824,3,CNAF,CERN,GRIDKA
Job344,MCSIMULATION,183609851904,inp_344.MCSIMULATION,0,0,0,0, 0, 0,out_344.MCSIMULATION,1073741824,3,CERN,IN2P3,RRCKI
Job345,MERGE,214748364800,inp_345.MERGE,2147483648,3,1,CNAF,SARA,GRIDKA,out_345.MERGE,1073741824,3,RAL,SARA,CNAF
Job346,MCSIMULATION,164282499072,inp_346.MCSIMULATION,0,0,1,0, 0, 0,out_346.MCSIMULATION,1073741824,3,RRCKI,CERN,PIC
Job347,MCSIMULATION,207232172032,inp_347.MCSIMULATION,0,0,0,0, 0, 0,out_347.MCSIMULATION,1073741824,3,RRCKI,PIC,GRIDKA
Job348,MERGE,161061273600,inp_348.MERGE,1073741824,2,0,GRIDKA,CNAF,0,out_348.MERGE,1073741824,3,PIC,SARA,CNAF
Job349,MCSIMULATION,167503724544,inp_349.MCSIMULATION,0,0,1,0, 0, 0,out_349.MCSIMULATION,1073741824,3,SARA,PIC,CNAF
Job350,DATARECONSTRUCTION,206158430208,inp_350.DATARECONSTRUCTION,2147483648,3,1,IN2P3,PIC,RAL,out_350.DATARECONSTRUCTION,1073741824,3,CNAF,IN2P3,CERN
Job351,MCSIMULATION,133143986176,inp_351.MCSIMULATION,0,0,0,0, 0, 0,out_351.MCSIMULATION,1073741824,3,SARA,IN2P3,RRCKI
Job352,MERGE,146028888064,inp_352.MERGE,2147483648,3,0,CERN,PIC,SARA,out_352.MERGE,1073741824,3,RRCKI,IN2P3,GRIDKA
Job353,MCSIMULATION,183609851904,inp_353.MCSIMULATION,0,0,1,0, 0, 0,out_353.MCSIMULATION,1073741824,3,RRCKI,PIC,RAL
Job354,MCSIMULATION,112742891520,inp_354.MCSIMULATION,0,0,1,0, 0, 0,out_354.MCSIMULATION,1073741824,3,PIC,SARA,GRIDKA
Job355,DATARECONSTRUCTION,152471339008,inp_355.DATARECONSTRUCTION,2147483648,3,1,SARA,CNAF,CERN,out_355.DATARECONSTRUCTION,1073741824,3,CNAF,PIC,GRIDKA
Job356,DATARECONSTRUCTION,190052302848,inp_356.DATARECONSTRUCTION,1073741824,3,0,SARA,PIC,GRIDKA,out_356.DATARECONSTRUCTION,1073741824,3,SARA,RAL,GRIDKA
Job357,MERGE,123480309760,inp_357.MERGE,2147483648,3,0,CERN,CNAF,RRCKI,out_357.MERGE,1073741824,3,IN2P3,GRIDKA,RRCKI
Job358,MCSIMULATION,125627793408,inp_358.MCSIMULATION,0,0,1,0, 0, 0,out_358.MCSIMULATION,1073741824,3,SARA,CNAF,RAL
Job359,MCSIMULATION,132070244352,inp_359.MCSIMULATION,0,0,0,0, 0, 0,out_359.MCSIMULATION,1073741824,3,IN2P3,PIC,SARA
Job360,MCSIMULATION,150323855360,inp_360.MCSIMULATION,0,0,1,0, 0, 0,out_360.MCSIMULATION,1073741824,3,IN2P3,PIC,RRCKI
Job361,MERGE,192199786496,inp_361.MERGE,3221225472,1,1,GRIDKA,0,0,out_361.MERGE,1073741824,3,CNAF,PIC,RAL
Job362,MCSIMULATION,143881404416,inp_362.MCSIMULATION,0,0,1,0, 0, 0,out_362.MCSIMULATION,1073741824,3,CERN,RRCKI,PIC
Job363,MCSIMULATION,135291469824,inp_363.MCSIMULATION,0,0,0,0, 0, 0,out_363.MCSIMULATION,1073741824,3,IN2P3,SARA,RAL
Job364,MCStripping,135291469824,inp_364.MCStripping,3221225472,3,0,RRCKI,SARA,CERN,out_364.MCStripping,1073741824,3,GRIDKA,CNAF,SARA
Job365,MCSIMULATION,154618822656,inp_365.MCSIMULATION,0,0,1,0, 0, 0,out_365.MCSIMULATION,1073741824,3,SARA,RRCKI,CERN
Job366,DATARECONSTRUCTION,121332826112,inp_366.DATARECONSTRUCTION,3221225472,3,0,RAL,IN2P3,CNAF,out_366.DATARECONSTRUCTION,1073741824,3,CNAF,IN2P3,CERN
Job367,DATARECONSTRUCTION,114890375168,inp_367.DATARECONSTRUCTION,1073741824,3,1,RRCKI,CERN,GRIDKA,out_367.DATARECONSTRUCTION,1073741824,3,GRIDKA,SARA,PIC
Job368,MCSIMULATION,198642237440,inp_368.MCSIMULATION,0,0,0,0, 0, 0,out_368.MCSIMULATION,1073741824,3,PIC,CERN,CNAF
Job369,DATARECONSTRUCTION,171798691840,inp_369.DATARECONSTRUCTION,1073741824,2,1,RAL,SARA,0,out_369.DATARECONSTRUCTION,1073741824,3,PIC,RRCKI,IN2P3
Job370,MCSIMULATION,187904819200,inp_370.MCSIMULATION,0,0,0,0, 0, 0,out_370.MCSIMULATION,1073741824,3,GRIDKA,CNAF,PIC
Job371,USER,191126044672,inp_371.USER,3221225472,3,1,CERN,IN2P3,PIC,out_371.USER,1073741824,3,RRCKI,SARA,RAL
Job372,MCSIMULATION,208305913856,inp_372.MCSIMULATION,0,0,1,0, 0, 0,out_372.MCSIMULATION,1073741824,3,PIC,IN2P3,RRCKI
Job373,MCSIMULATION,204010946560,inp_373.MCSIMULATION,0,0,1,0, 0, 0,out_373.MCSIMULATION,1073741824,3,GRIDKA,IN2P3,RRCKI
Job374,MERGE,207232172032,inp_374.MERGE,2147483648,3,1,PIC,SARA,RRCKI,out_374.MERGE,1073741824,3,RRCKI,RAL,CERN
Job375,DATASTRIPPING,133143986176,inp_375.DATASTRIPPING,3221225472,3,1,CNAF,SARA,GRIDKA,out_375.DATASTRIPPING,1073741824,3,CERN,IN2P3,CNAF
Job376,MCSIMULATION,124554051584,inp_376.MCSIMULATION,0,0,1,0, 0, 0,out_376.MCSIMULATION,1073741824,3,RRCKI,SARA,CNAF
Job377,MCSIMULATION,186831077376,inp_377.MCSIMULATION,0,0,1,0, 0, 0,out_377.MCSIMULATION,1073741824,3,GRIDKA,PIC,SARA
Job378,DATARECONSTRUCTION,117037858816,inp_378.DATARECONSTRUCTION,1073741824,3,1,RRCKI,GRIDKA,CNAF,out_378.DATARECONSTRUCTION,1073741824,3,PIC,CNAF,GRIDKA
Job379,DATASTRIPPING,167503724544,inp_379.DATASTRIPPING,1073741824,3,0,SARA,IN2P3,GRIDKA,out_379.DATASTRIPPING,1073741824,3,RRCKI,PIC,CERN
Job380,MCSIMULATION,162135015424,inp_380.MCSIMULATION,0,0,0,0, 0, 0,out_380.MCSIMULATION,1073741824,3,RRCKI,CERN,GRIDKA
Job381,MCSIMULATION,141733920768,inp_381.MCSIMULATION,0,0,0,0, 0, 0,out_381.MCSIMULATION,1073741824,3,CERN,RRCKI,GRIDKA
Job382,MCSIMULATION,127775277056,inp_382.MCSIMULATION,0,0,0,0, 0, 0,out_382.MCSIMULATION,1073741824,3,RRCKI,PIC,CERN
Job383,MCSIMULATION,150323855360,inp_383.MCSIMULATION,0,0,0,0, 0, 0,out_383.MCSIMULATION,1073741824,3,RRCKI,GRIDKA,CNAF
Job384,DATARECONSTRUCTION,132070244352,inp_384.DATARECONSTRUCTION,1073741824,3,0,IN2P3,SARA,GRIDKA,out_384.DATARECONSTRUCTION,1073741824,3,PIC,RAL,CERN
Job385,MERGE,178241142784,inp_385.MERGE,3221225472,3,0,CNAF,RRCKI,IN2P3,out_385.MERGE,1073741824,3,IN2P3,CNAF,CERN
Job386,MCSIMULATION,133143986176,inp_386.MCSIMULATION,0,0,1,0, 0, 0,out_386.MCSIMULATION,1073741824,3,CNAF,GRIDKA,SARA
Job387,DATARECONSTRUCTION,115964116992,inp_387.DATARECONSTRUCTION,2147483648,2,1,PIC,GRIDKA,0,out_387.DATARECONSTRUCTION,1073741824,3,RRCKI,RAL,GRIDKA
Job388,TURBO,113816633344,inp_388.TURBO,1073741824,3,1,RRCKI,CERN,IN2P3,out_388.TURBO,1073741824,3,RRCKI,GRIDKA,CNAF
Job389,DATASTRIPPING,182536110080,inp_389.DATASTRIPPING,3221225472,3,1,RRCKI,CERN,SARA,out_389.DATASTRIPPING,1073741824,3,RRCKI,CNAF,SARA
Job390,USER,211527139328,inp_390.USER,1073741824,2,1,RRCKI,CNAF,0,out_390.USER,1073741824,3,RRCKI,CERN,CNAF
Job391,USER,208305913856,inp_391.USER,2147483648,3,0,RAL,PIC,RRCKI,out_391.USER,1073741824,3,CNAF,RRCKI,GRIDKA
Job392,MCSIMULATION,210453397504,inp_392.MCSIMULATION,0,0,0,0, 0, 0,out_392.MCSIMULATION,1073741824,3,CNAF,IN2P3,SARA
Job393,MCSIMULATION,202937204736,inp_393.MCSIMULATION,0,0,1,0, 0, 0,out_393.MCSIMULATION,1073741824,3,PIC,IN2P3,GRIDKA
Job394,MCSIMULATION,155692564480,inp_394.MCSIMULATION,0,0,1,0, 0, 0,out_394.MCSIMULATION,1073741824,3,CERN,PIC,RRCKI
Job395,MCSIMULATION,171798691840,inp_395.MCSIMULATION,0,0,1,0, 0, 0,out_395.MCSIMULATION,1073741824,3,RRCKI,SARA,IN2P3
Job396,MCSIMULATION,182536110080,inp_396.MCSIMULATION,0,0,0,0, 0, 0,out_396.MCSIMULATION,1073741824,3,RAL,CNAF,RRCKI
Job397,WGPRODUCTION,213674622976,inp_397.WGPRODUCTION,2147483648,2,1,RAL,GRIDKA,0,out_397.WGPRODUCTION,1073741824,3,CERN,SARA,RRCKI
Job398,MCSIMULATION,128849018880,inp_398.MCSIMULATION,0,0,0,0, 0, 0,out_398.MCSIMULATION,1073741824,3,CERN,PIC,RRCKI
Job399,DATASTRIPPING,132070244352,inp_399.DATASTRIPPING,1073741824,2,1,RRCKI,GRIDKA,0,out_399.DATASTRIPPING,1073741824,3,CERN,CNAF,IN2P3
Job400,TURBO,114890375168,inp_400.TURBO,2147483648,3,1,GRIDKA,PIC,CNAF,out_400.TURBO,1073741824,3,RAL,CNAF,CERN
Job401,MCSIMULATION,141733920768,inp_401.MCSIMULATION,0,0,1,0, 0, 0,out_401.MCSIMULATION,1073741824,3,RAL,CNAF,PIC
Job402,MCSIMULATION,205084688384,inp_402.MCSIMULATION,0,0,1,0, 0, 0,out_402.MCSIMULATION,1073741824,3,PIC,CERN,RRCKI
Job403,USER,199715979264,inp_403.USER,3221225472,3,1,CNAF,CERN,IN2P3,out_403.USER,1073741824,3,SARA,GRIDKA,PIC
Job404,DATASTRIPPING,124554051584,inp_404.DATASTRIPPING,3221225472,2,0,RRCKI,PIC,0,out_404.DATASTRIPPING,1073741824,3,CERN,PIC,SARA
Job405,MCSIMULATION,123480309760,inp_405.MCSIMULATION,0,0,0,0, 0, 0,out_405.MCSIMULATION,1073741824,3,SARA,GRIDKA,IN2P3
Job406,DATASTRIPPING,130996502528,inp_406.DATASTRIPPING,1073741824,3,1,CNAF,RRCKI,CERN,out_406.DATASTRIPPING,1073741824,3,GRIDKA,CNAF,IN2P3
Job407,DATARECONSTRUCTION,154618822656,inp_407.DATARECONSTRUCTION,3221225472,2,0,SARA,CNAF,0,out_407.DATARECONSTRUCTION,1073741824,3,CERN,RRCKI,RAL
Job408,WGPRODUCTION,150323855360,inp_408.WGPRODUCTION,3221225472,3,0,RRCKI,IN2P3,CERN,out_408.WGPRODUCTION,1073741824,3,SARA,RRCKI,RAL
Job409,MCSIMULATION,180388626432,inp_409.MCSIMULATION,0,0,0,0, 0, 0,out_409.MCSIMULATION,1073741824,3,RAL,PIC,CNAF
Job410,MCSIMULATION,209379655680,inp_410.MCSIMULATION,0,0,0,0, 0, 0,out_410.MCSIMULATION,1073741824,3,RRCKI,CNAF,CERN
Job411,DATASTRIPPING,209379655680,inp_411.DATASTRIPPING,3221225472,3,1,CNAF,SARA,PIC,out_411.DATASTRIPPING,1073741824,3,CNAF,RRCKI,PIC
Job412,MERGE,208305913856,inp_412.MERGE,2147483648,2,0,IN2P3,RRCKI,0,out_412.MERGE,1073741824,3,SARA,RRCKI,IN2P3
Job413,DATASTRIPPING,182536110080,inp_413.DATASTRIPPING,1073741824,3,0,SARA,GRIDKA,CERN,out_413.DATASTRIPPING,1073741824,3,RAL,CERN,CNAF
Job414,DATASTRIPPING,135291469824,inp_414.DATASTRIPPING,1073741824,3,0,GRIDKA,PIC,SARA,out_414.DATASTRIPPING,1073741824,3,RAL,RRCKI,PIC
Job415,MCSIMULATION,134217728000,inp_415.MCSIMULATION,0,0,0,0, 0, 0,out_415.MCSIMULATION,1073741824,3,CNAF,RAL,PIC
Job416,MCSIMULATION,143881404416,inp_416.MCSIMULATION,0,0,0,0, 0, 0,out_416.MCSIMULATION,1073741824,3,SARA,CERN,CNAF
Job417,MCSIMULATION,115964116992,inp_417.MCSIMULATION,0,0,0,0, 0, 0,out_417.MCSIMULATION,1073741824,3,SARA,IN2P3,CERN
Job418,MCSIMULATION,199715979264,inp_418.MCSIMULATION,0,0,1,0, 0, 0,out_418.MCSIMULATION,1073741824,3,CERN,IN2P3,SARA
Job419,DATARECONSTRUCTION,125627793408,inp_419.DATARECONSTRUCTION,2147483648,2,1,PIC,CERN,0,out_419.DATARECONSTRUCTION,1073741824,3,CERN,CNAF,IN2P3
Job420,MERGE,171798691840,inp_420.MERGE,1073741824,3,0,IN2P3,RRCKI,RAL,out_420.MERGE,1073741824,3,GRIDKA,RAL,RRCKI
Job421,DATARECONSTRUCTION,171798691840,inp_421.DATARECONSTRUCTION,3221225472,2,0,SARA,IN2P3,0,out_421.DATARECONSTRUCTION,1073741824,3,CERN,PIC,SARA
Job422,DATASTRIPPING,107374182400,inp_422.DATASTRIPPING,1073741824,3,0,CNAF,PIC,RAL,out_422.DATASTRIPPING,1073741824,3,GRIDKA,RRCKI,SARA
Job423,MERGE,179314884608,inp_423.MERGE,3221225472,2,1,CERN,IN2P3,0,out_423.MERGE,1073741824,3,PIC,GRIDKA,RRCKI
Job424,DATASTRIPPING,141733920768,inp_424.DATASTRIPPING,2147483648,3,0,IN2P3,CNAF,CERN,out_424.DATASTRIPPING,1073741824,3,RAL,GRIDKA,CERN
Job425,MCSIMULATION,143881404416,inp_425.MCSIMULATION,0,0,0,0, 0, 0,out_425.MCSIMULATION,1073741824,3,RAL,RRCKI,IN2P3
Job426,DATASTRIPPING,172872433664,inp_426.DATASTRIPPING,1073741824,2,1,CNAF,PIC,0,out_426.DATASTRIPPING,1073741824,3,GRIDKA,CNAF,RAL
Job427,MERGE,181462368256,inp_427.MERGE,1073741824,3,0,RRCKI,CERN,GRIDKA,out_427.MERGE,1073741824,3,CERN,IN2P3,PIC
Job428,DATARECONSTRUCTION,181462368256,inp_428.DATARECONSTRUCTION,2147483648,3,1,RRCKI,CNAF,PIC,out_428.DATARECONSTRUCTION,1073741824,3,SARA,PIC,CNAF
Job429,MCSIMULATION,162135015424,inp_429.MCSIMULATION,0,0,0,0, 0, 0,out_429.MCSIMULATION,1073741824,3,CERN,RRCKI,GRIDKA
Job430,MCSIMULATION,186831077376,inp_430.MCSIMULATION,0,0,0,0, 0, 0,out_430.MCSIMULATION,1073741824,3,SARA,CNAF,PIC
Job431,DATASTRIPPING,121332826112,inp_431.DATASTRIPPING,2147483648,1,0,IN2P3,0,0,out_431.DATASTRIPPING,1073741824,3,IN2P3,SARA,CERN
Job432,WGPRODUCTION,115964116992,inp_432.WGPRODUCTION,1073741824,3,1,IN2P3,RAL,CNAF,out_432.WGPRODUCTION,1073741824,3,RAL,IN2P3,PIC
Job433,DATARECONSTRUCTION,207232172032,inp_433.DATARECONSTRUCTION,1073741824,3,0,CERN,GRIDKA,RRCKI,out_433.DATARECONSTRUCTION,1073741824,3,GRIDKA,RRCKI,SARA
Job434,MCSIMULATION,165356240896,inp_434.MCSIMULATION,0,0,0,0, 0, 0,out_434.MCSIMULATION,1073741824,3,RAL,RRCKI,CNAF
Job435,WGPRODUCTION,207232172032,inp_435.WGPRODUCTION,2147483648,3,1,SARA,RAL,CNAF,out_435.WGPRODUCTION,1073741824,3,PIC,RAL,CERN
Job436,DATARECONSTRUCTION,168577466368,inp_436.DATARECONSTRUCTION,2147483648,3,0,RAL,CERN,GRIDKA,out_436.DATARECONSTRUCTION,1073741824,3,PIC,GRIDKA,IN2P3
Job437,MCSIMULATION,111669149696,inp_437.MCSIMULATION,0,0,0,0, 0, 0,out_437.MCSIMULATION,1073741824,3,IN2P3,SARA,RAL
Job438,DATASTRIPPING,184683593728,inp_438.DATASTRIPPING,2147483648,1,1,IN2P3,0,0,out_438.DATASTRIPPING,1073741824,3,IN2P3,CNAF,CERN
Job439,DATARECONSTRUCTION,137438953472,inp_439.DATARECONSTRUCTION,1073741824,3,0,PIC,IN2P3,CNAF,out_439.DATARECONSTRUCTION,1073741824,3,PIC,RRCKI,CNAF
Job440,TURBO,113816633344,inp_440.TURBO,1073741824,1,0,PIC,0,0,out_440.TURBO,1073741824,3,GRIDKA,SARA,RAL
Job441,MCSIMULATION,201863462912,inp_441.MCSIMULATION,0,0,1,0, 0, 0,out_441.MCSIMULATION,1073741824,3,CNAF,SARA,RAL
Job442,MERGE,130996502528,inp_442.MERGE,3221225472,2,1,RAL,CERN,0,out_442.MERGE,1073741824,3,GRIDKA,RRCKI,IN2P3
Job443,DATASTRIPPING,179314884608,inp_443.DATASTRIPPING,1073741824,3,0,RRCKI,RAL,CNAF,out_443.DATASTRIPPING,1073741824,3,SARA,GRIDKA,CNAF
Job444,MERGE,214748364800,inp_444.MERGE,2147483648,3,1,RRCKI,GRIDKA,RAL,out_444.MERGE,1073741824,3,GRIDKA,IN2P3,PIC
Job445,DATARECONSTRUCTION,148176371712,inp_445.DATARECONSTRUCTION,2147483648,2,0,PIC,RRCKI,0,out_445.DATARECONSTRUCTION,1073741824,3,RAL,CNAF,IN2P3
Job446,TEST,157840048128,inp_446.TEST,2147483648,3,0,RRCKI,PIC,IN2P3,out_446.TEST,1073741824,3,GRIDKA,PIC,CNAF
Job447,DATASTRIPPING,114890375168,inp_447.DATASTRIPPING,1073741824,3,1,CNAF,IN2P3,PIC,out_447.DATASTRIPPING,1073741824,3,SARA,RRCKI,IN2P3
Job448,MCSIMULATION,213674622976,inp_448.MCSIMULATION,0,0,1,0, 0, 0,out_448.MCSIMULATION,1073741824,3,IN2P3,PIC,CERN
Job449,USER,133143986176,inp_449.USER,3221225472,3,1,GRIDKA,IN2P3,RAL,out_449.USER,1073741824,3,IN2P3,CERN,RRCKI
Job450,MCSIMULATION,195421011968,inp_450.MCSIMULATION,0,0,0,0, 0, 0,out_450.MCSIMULATION,1073741824,3,RRCKI,PIC,CERN
Job451,MERGE,213674622976,inp_451.MERGE,1073741824,3,0,CERN,RAL,CNAF,out_451.MERGE,1073741824,3,RAL,SARA,PIC
Job452,MCSIMULATION,198642237440,inp_452.MCSIMULATION,0,0,0,0, 0, 0,out_452.MCSIMULATION,1073741824,3,SARA,PIC,IN2P3
Job453,MERGE,161061273600,inp_453.MERGE,1073741824,3,0,PIC,IN2P3,SARA,out_453.MERGE,1073741824,3,CNAF,RRCKI,PIC
Job454,MCSIMULATION,118111600640,inp_454.MCSIMULATION,0,0,1,0, 0, 0,out_454.MCSIMULATION,1073741824,3,RRCKI,PIC,RAL
Job455,DATASTRIPPING,129922760704,inp_455.DATASTRIPPING,2147483648,3,0,RAL,RRCKI,GRIDKA,out_455.DATASTRIPPING,1073741824,3,IN2P3,CNAF,CERN
Job456,DATASTRIPPING,201863462912,inp_456.DATASTRIPPING,3221225472,2,1,RRCKI,CNAF,0,out_456.DATASTRIPPING,1073741824,3,RAL,RRCKI,CERN
Job457,MCSIMULATION,163208757248,inp_457.MCSIMULATION,0,0,1,0, 0, 0,out_457.MCSIMULATION,1073741824,3,RRCKI,CERN,CNAF
Job458,MCSIMULATION,208305913856,inp_458.MCSIMULATION,0,0,0,0, 0, 0,out_458.MCSIMULATION,1073741824,3,RRCKI,GRIDKA,PIC
Job459,MCSIMULATION,179314884608,inp_459.MCSIMULATION,0,0,1,0, 0, 0,out_459.MCSIMULATION,1073741824,3,PIC,RRCKI,GRIDKA
Job460,DATASTRIPPING,130996502528,inp_460.DATASTRIPPING,1073741824,3,0,RAL,CNAF,PIC,out_460.DATASTRIPPING,1073741824,3,GRIDKA,IN2P3,SARA
Job461,MCSIMULATION,209379655680,inp_461.MCSIMULATION,0,0,0,0, 0, 0,out_461.MCSIMULATION,1073741824,3,GRIDKA,CERN,CNAF
Job462,MERGE,150323855360,inp_462.MERGE,2147483648,1,0,PIC,0,0,out_462.MERGE,1073741824,3,RRCKI,RAL,GRIDKA
Job463,DATASTRIPPING,146028888064,inp_463.DATASTRIPPING,3221225472,3,0,RRCKI,SARA,CERN,out_463.DATASTRIPPING,1073741824,3,RAL,PIC,CNAF
Job464,DATASTRIPPING,178241142784,inp_464.DATASTRIPPING,3221225472,2,1,GRIDKA,SARA,0,out_464.DATASTRIPPING,1073741824,3,SARA,GRIDKA,CERN
Job465,MCSIMULATION,112742891520,inp_465.MCSIMULATION,0,0,0,0, 0, 0,out_465.MCSIMULATION,1073741824,3,IN2P3,CERN,PIC
Job466,DATARECONSTRUCTION,151397597184,inp_466.DATARECONSTRUCTION,3221225472,2,1,SARA,RRCKI,0,out_466.DATARECONSTRUCTION,1073741824,3,RAL,IN2P3,SARA
Job467,DATARECONSTRUCTION,111669149696,inp_467.DATARECONSTRUCTION,1073741824,3,0,SARA,IN2P3,RRCKI,out_467.DATARECONSTRUCTION,1073741824,3,CERN,IN2P3,GRIDKA
Job468,MCSIMULATION,183609851904,inp_468.MCSIMULATION,0,0,1,0, 0, 0,out_468.MCSIMULATION,1073741824,3,CERN,IN2P3,RRCKI
Job469,MCSIMULATION,132070244352,inp_469.MCSIMULATION,0,0,1,0, 0, 0,out_469.MCSIMULATION,1073741824,3,RRCKI,CERN,PIC
Job470,DATARECONSTRUCTION,195421011968,inp_470.DATARECONSTRUCTION,2147483648,3,0,CNAF,GRIDKA,RAL,out_470.DATARECONSTRUCTION,1073741824,3,GRIDKA,IN2P3,CNAF
Job471,TURBO,123480309760,inp_471.TURBO,1073741824,1,1,CERN,0,0,out_471.TURBO,1073741824,3,CERN,PIC,IN2P3
Job472,MCSIMULATION,173946175488,inp_472.MCSIMULATION,0,0,1,0, 0, 0,out_472.MCSIMULATION,1073741824,3,CNAF,CERN,GRIDKA
Job473,TEST,199715979264,inp_473.TEST,3221225472,3,0,IN2P3,PIC,SARA,out_473.TEST,1073741824,3,CERN,RAL,RRCKI
Job474,MCSIMULATION,129922760704,inp_474.MCSIMULATION,0,0,0,0, 0, 0,out_474.MCSIMULATION,1073741824,3,RAL,GRIDKA,SARA
Job475,TEST,127775277056,inp_475.TEST,1073741824,1,0,RAL,0,0,out_475.TEST,1073741824,3,PIC,CERN,RRCKI
Job476,DATARECONSTRUCTION,143881404416,inp_476.DATARECONSTRUCTION,3221225472,3,0,RAL,RRCKI,CERN,out_476.DATARECONSTRUCTION,1073741824,3,CNAF,RAL,SARA
Job477,MERGE,175019917312,inp_477.MERGE,2147483648,3,1,SARA,IN2P3,CERN,out_477.MERGE,1073741824,3,CERN,SARA,CNAF
Job478,MCSIMULATION,143881404416,inp_478.MCSIMULATION,0,0,1,0, 0, 0,out_478.MCSIMULATION,1073741824,3,CNAF,SARA,PIC
Job479,USER,168577466368,inp_479.USER,1073741824,3,1,RAL,CERN,GRIDKA,out_479.USER,1073741824,3,IN2P3,CNAF,SARA
Job480,MERGE,152471339008,inp_480.MERGE,1073741824,2,0,CERN,PIC,0,out_480.MERGE,1073741824,3,PIC,CNAF,RAL
